가지나물,92646,가지
가지장아찌,92706,가지,설탕,물엿,굵은
간전,90039,돼지간,메밀가루,달걀,소금,후춧가루,식용유
갈치구이,90014,갈치,소금
갈치아가미젓,92712,갈치,소금
갈치조림,90032,갈치,무
갈치호박국,89953,갈치,늙은,어린,풋고추,붉은,물,다진,다진,국간장
감자죽,92532,감자,쌀,물,참기름,소금
갓김치,92642,갓
강술,90126,차조,밀누룩가루,물
강정,90113,차조가루,소금,반죽물,엿,식용유,세반
건옥돔구이,90015,옥돔,소금
게국,89954,게,생미역,물,국간장
게범벅,89939,게,보릿가루,물,국간장,소금,참기름
게술,90127,게,소주
게젓,90083,방게,소금,물,국간장,볶은,풋마늘대
게조림 [방법 2],92654,게,볶은,실파,간장,깨소금
게조림<방법 1>,90033,게,식용유,간장,설탕,물엿,통깨,물
게죽,89922,게,쌀,물,참기름,소금
고구마떡,90093,절간고구마가루,반죽물
고구마밥 ,89913,고구마,보리쌀,물
고구마순장아찌,90060,고구마순,고추장
고구마시루떡,90094,절간고구마가루
고기국수 [방법2],92549,돼지,돼지고기,국수,당근,물,소금
고기국수<방법1>,89943,돼지고기,양파,국수,달걀,콩나물,마늘,생강,물,된장,다진,깨소금,간장,국간장,소금
고둥국,89972,고둥,생미역,메밀가루,물,다진,국간장,참기름
고둥수제비,89947,고둥,밀가루,반죽물,양파,대파,물,소금,참기름
고둥죽,89930,고둥,쌀,물,실파,참기름,소금
고등어구이,90016,고등어,식초
고등어배춧국,89955,고등어,어린,물,풋고추,붉은,대파,다진,국간장,소금
고등어조림,90034,고등어,무,물
고등어죽,89923,고등어,쌀,물,참기름,소금
고사리누름전,90040,삶은,실파,달걀,소금,식용유
고사리볶음,90003,불린,물
고장떡,90095,멥쌀가루
고춧잎나물,90004,고춧잎
고춧잎장아찌<방법1>,90061,고춧잎
고춧잎장아찌<방법2>,90062,고춧잎,된장,소금물
골감주,90123,차조,엿기름가루,물
과줄,92733,밀가루,소금,반죽물,엿
군부물회,90046,군부,오이,양파,미나리,깻잎,부추,붉은,풋고추,물,식초
군부젓,92713,군부,소금
군부지,92693,군부,간장,물
기름떡,90096,찹쌀가루,반죽물,설탕
기름밥,89914,쌀,물,참기름
깻잎장아찌,90063,깻잎
꼬치구이,90017,오분자기,소라살,간장,참기름,깨소금
꿩고기숯불구이,90018,꿩고기,설탕
꿩만두,89952,꿩고기,메밀가루,두부,숙주나물,김치,달걀
꿩메밀칼국수,89950,꿩,메밀가루,반죽물,무,계란,물,김가루,깨소금,소금
꿩무국,89956,꿩,대파,무,표고버섯,물,메밀가루,국간장
꿩산적,90019,꿩,청주,식용유
꿩엿,90114,꿩,차조,엿기름가루,물
꿩탕,89957,꿩고기,무,미나리,달래,물,소금,후춧가루
꿩토렴,92639,꿩,배추,무,당근,미나리,양파,대파,물
냉이나물,90005,냉이,간장,깨소금,참기름
냉잇국,89959,냉이,쌀뜨물,된장
녹두죽,89924,녹두,쌀,물,소금
다금바리회,90047,다금바리,초고추장
달걀찜,92670,달걀,실파,참기름,소금,물
달래김치,89992,달래,소금
달래장아찌,90064,달래
닭메밀칼국수,89951,닭,메밀가루,반죽물,달걀,무,물,김가루,소금,다진,깨소금
닭제골,92671,닭,마늘,참기름,물
닭죽,89925,닭,쌀,물,마늘,대파,소금,참기름
당유자차,90119,당유자,설탕
대합조개죽,92533,쌀,대합,물,참기름,소금
더덕장아찌,90065,더덕,풋고추,소금,간장,물
돌래떡,90097,메밀가루,반죽물
돼지갈비국 [방법2],92571,돼지등뼈,무,메밀가루,물,실파
돼지갈비국<방법1>,89960,돼지갈비,마른,물,메밀가루,국간장,다진
돼지갈비지짐,92657,돼지갈비,풋마늘대,된장,고춧가루,참기름
돼지고기고사리조림,92658,돼지고기,햇고사리,감자,풋고추,물,간장,설탕,다진,생강즙
돼지고기산적,90020,돼지고기,소금,된장,식용유
돼지고기엿,90115,차조,엿기름가루,돼지고기,물
돼지새끼보죽,89926,돼지새끼보,쌀,물,참기름,소금,다진
돼지새끼회,90048,돼지새끼보
돼지순대,90057,돼지내장,돼지피,보릿가루,찹쌀,부추,밀가루,된장
돼지족발국 <방법1>,89961,돼지족,불린,물,다진,소금
돼지족발국 <방법2>,89962,돼지족,물,생강
돼지허파전,92664,돼지허파,달걀,메밀가루,소금,후춧가루,식용유
두릅국,89963,두릅,달래,물,된장
두부된장장아찌,90066,두부,소금,된장,참기름,깨소금
들깨죽,89927,들깨,쌀,물,소금
들무장아찌,90067,들무,물,소금,간장
등절비,92717,메밀가루
마늘엿,90116,마늘,차조,엿기름가루,물
마늘종장아찌,92695,마늘종,물,소금,식초,고추장,된장,물엿,설탕,고춧가루
마늘주,90128,마늘,소주
마른두부,92688,콩,바닷물,물
막김치,89994,배추,소금
막장,92714,콩,소금,보리
만디,90098,메밀가루,팥고물,소금,반죽물
말고기육회,92674,말고기,배,양파
메밀가루파전,90041,쪽파,메밀가루,반죽물,식용유
메밀고구마범벅,89940,메밀가루,고구마,물,소금
메밀나물,90007,메밀잎,참기름
메밀묵,92441,메밀가루,물,소금
메밀밥,89915,메밀,쌀,물
메밀수제비,89944,메밀가루,반죽물,무,실파,물,소금
메밀죽,89928,메밀,쌀,물,소금,참기름
메조밥,92515,메조,메밀가루,물
멸치국,89964,생멸치,어린,물,다진,다진,국간장
멸치젓,90084,생멸치,소금,물
멸치조림,90035,생멸치,풋고추,마늘,간장,참기름
모자반국 [방법2],92568,모자반,육수,미역귀,돼지장간막,돼지내장,메밀가루,물,배추김치,다진,소금
모자반국<방법1>,89965,모자반,돼지고기,무,양파,배추,메밀가루,물,풋고추,붉은,쪽파,대파,고춧가루,다진,다진생강,소금
모자반무침<방법 1>,90008,모자반,양파,쪽파,붉은,풋고추
모자반무침<방법 2>,90009,모자반,무
모자반장아찌,90068,모자반,멸치젓국
모자반전,90042,모자반,메밀가루,다진,신김치,소금,반죽물,식용유
무국,92574,무,된장,풋마늘대
무김치,89995,무,쪽파,멸치액젓,고춧가루,다진,다진
무된장장아찌,90069,무,실파,참기름,깨소금,설탕
무릇엿,90117,무릇뿌리,엿기름가루,물
무말랭이장아찌,90070,무말랭이,고춧잎
무말랭이조림,90036,무말랭이,풋마늘대,멸치
무메밀가루국,89966,무,메밀가루,풋마늘대,물,국간장
무호박시루떡,92718,멥쌀
문어죽,89929,문어,쌀,물,참기름,소금
물외장아찌,90071,물외,쌀뜨물,물,소금
미수전,92666,돼지고기,달걀,식용유
미역냉국,89967,불린,부추,물
미역된장국,89968,생미역,된장,쌀뜨물
미역무침,90001,생미역
미역쇠국 [방법1],92607,미역쇠,된장,멸치,물,다진
미역쇠국 [방법2],92608,미역쇠,우럭,물,실파,배추,다진,소금,국간장
밀가루수제비,89945,밀가루,반죽물,불린,국간장
밀감화채,90120,여름밀감,설탕,잣,물
바다장어회,90049,바다장어
반지기밥,89916,보리쌀,쌀,물
방어구이,90021,방어,소금물
방어회,90050,방어,초고추장,된장,다진
배추김치,92440,배추,차조,물,고춧가루,멸치젓,다진,다진,소금
배추꽃대김치,89993,배추꽃대
배추꽃대무침,90006,배추꽃대
배추냉국 [방법2],92570,삶은,부추,물,된장,다진,깨소금
배추냉국<방법1>,89970,어린,부추,물,마늘,된장,고추장,깨소금,설탕,식초
배추된장국,89971,배추,된장,물
백년초술,92572,백년초,소주
백설기,90099,멥쌀,소금,설탕
별상어회,92675,별상어고기,무,쑥갓,미나리,쪽파,식초,소금,설탕
보리떡,90100,풋보릿가루,반죽물,소금
보리미숫가루,92734,보리
보리밥,92524,보리쌀,물
보리수제비,92439,보릿가루,반죽물,호박잎,물,국간장,소금
복분자술,92573,복분자,설탕,소주
복어고사리지짐,92659,복어,고사리,물,다진,다진,다진,간장,설탕,고춧가루,식용유
복어구이,90022,복어,소금
복어국,89973,복어,햇고사리,콩나물,무,쑥갓,미나리,생미역,물
볼락구이,90023,볼락,소금
볼락조림,90037,볼락,팽,콩
봄동김치,89997,봄동,미나리,실파,굴,소금
부추김치,89998,부추,물,멸치젓
빙떡,90101,메밀가루,반죽물,무,쪽파,소금,깨소금,참기름,식용유
산초잎된장장아찌,90072,산초잎,된장
산초장아찌,90073,산초,국간장
상동술,92575,상동열매,소주
상어산적,90024,상어,식용유
상화<방법 1>,90102,보릿가루,누룩,설탕,엿기름물
상화<방법2>,90103,밀가루,막걸리,설탕,소금
새미떡,92722,메밀가루,반죽물,팥
생선국수,89948,도미,표고버섯,실파,국수,물,소금,식용유,국간장
생표고버섯양념구이,92651,표고버섯
성게국,89974,성게,마른,물,참기름,국간장,소금양념
성게냉국,89975,성게알,생미역,물,참기름,국간장
성게젓,90085,성게알,소금
성게죽,89931,성게알,쌀,물,참기름,소금
소라구이,90025,소라
소라젓,90086,소라,소금
소라회,90051,소라,오이,무,미나리,깻잎
솔변,92723,멥쌀가루,반죽물,소금
솔잎주,90129,솔잎,찹쌀,누룩가루,물
송순주,90130,송순,소주
송편,92442,멥쌀가루,반죽물,참기름
쇠고기산적,90026,쇠고기,식용유
쇠고기죽,92536,쇠고기,쌀,물,참기름,소금
쇠젖살국,89976,쇠젖살,불린,물,소금,다진
숙복,92684,전복,소금,물
쉰달이,90121,보리밥,누룩,물
시로미차,90122,시로미,설탕,물
시루떡,92726,멥쌀,소금
쌀엿,92443,쌀,엿기름가루,물
쑥밥,89917,쌀,쑥,물
쑥범벅,89941,쑥,밀가루,소금
약식,90104,찹쌀,대추,밤,잣,물,설탕,간장,계핏가루,참기름
양태국,89977,양태,무,물,다진,소금
양파장아찌,92698,양파,소금,간장,식초,설탕
양하국,89978,양하,보릿가루,국간장,참기름
양하꽃대무침,92645,양하꽃대
양하순국,92611,양하순,된장
양하순장아찌,92700,양하순,물,소금
양하장아찌,90074,양하,소금,간장,식초
엉겅퀴뿌리장아찌,90075,엉겅퀴뿌리,된장
오가피주,90131,오가피,소주
오곡밥,89918,쌀,보리쌀,차조,팥,수수,물
오메기떡,90105,차조,콩가루,팥고물,반죽물,소금
오메기소주,92728,조,물,누룩
오메기술<방법1>,90132,차조,밀누룩,물
오메기술<방법2>,90133,차조,보리누룩가루,밀가루,물
오분자기젓,90087,오분자기
오분자기찜,90045,오분자기
오이장아찌<방법 1>,90076,오이,고추씨,물,소금
오이장아찌<방법 2>,90077,오이,풋고추,마늘,소금
오징어강회,92677,오징어
오징어물회,90052,오징어,오이,깻잎,부추,풋고추,물,식초
오징어산적,92668,오징어
오징어젓,90088,오징어
오합주,92729,물,달걀노른자,참기름,청주,생강즙
옥돔미역국,89979,옥돔,생미역,쌀뜨물,국간장,소금
옥돔죽,89932,옥돔,쌀,실파,물,소금,참기름,다진
요애,92738,밀가루,반죽물,소금,세반,식용유
우럭구이,90027,우럭,소금
우럭콩조림,90038,우럭,콩,풋고추,붉은
우무냉국,89980,우무,보리,물,식초
유자주 <방법 1>,90134,유자,설탕,소주
유자주 [방법2],92727,당유자,차조,밀누룩,물
유채나물무침,90010,유채나물,소금
육개장,89981,돼지고기,고사리,물,메밀가루,대파
은절미,90106,멥쌀,반죽물,참기름
익모초엿,90118,마른,차조,엿기름가루,물
임지떡,90107,배추씨깻묵,좁쌀가루,물
자리돔강회,92679,자리돔,초고추장
자리돔구이,90028,자리돔,소금
자리돔물회,90053,자리돔,배,양파,풋고추,붉은,부추,물,초피잎,식초,된장
자리돔조림,92661,자리돔
자리젓,90089,자리돔,소금,풋고추,식초
자리젓국,89982,자리젓,불린,미역쇠,무,파래,물
잡곡밥,89919,보리쌀,차조,팥,물
전갱이구이,90029,전갱이,소금
전갱이국,89983,전갱이,어린,붉은,마늘,대파,물,국간장,소금
전갱이젓,90090,전갱이,소금
전복구이 [방법 2],92737,전복
전복구이<방법 1>,90030,전복
전복내장젓,90091,전복내장,소금
전복죽,92437,전복,쌀,물,참기름,소금
전복회 [방법 2],92680,전복,오이,미나리,쑥갓
전복회<방법 1>,90054,전복,초고추장
절변,92730,멥쌀가루,소금,물,참기름
제주오이냉국,89984,오이,부추,물
조매떡,90108,좁쌀가루,반죽물
조시루떡,90109,좁쌀가루,고구마채,팥고물,물
조쑥떡,92725,쑥,좁쌀가루,소금
좁쌀미음,92543,조,달걀,물,소금
좁쌀밥,92527,차조,보리쌀,팥,물
좁쌀죽,89934,조,얼갈이배추,소금,물
죽순국,92614,죽순,돼지고기,메밀가루,물,국간장
중과ㆍ약과,92731,차조가루,소금,물,메밀가루,식용유
줴기떡,90110,보리등겨,쉰다리,물
증편,90111,쌀가루,막걸리,설탕,물
진메물,92647,양하,메밀가루,물,국간장,참기름,깨소금
쪽파장아찌,90078,쪽파,소금,식초,물,간장,설탕
차좁쌀떡,90112,차조,팥,소금
참외장아찌,90079,참외,물,소금,깨소금
천엽토렴회,90055,천엽,무,미나리,설탕,소금,식초
청각냉국,89985,청각,양파,부추,물,깨소금,구운
청묵,90059,메밀,물,소금,참기름
초피열매장아찌,90080,초피열매,간장
초피주,92724,초피열매,소주
칡차,90124,칡뿌리,대추,물
콩국,89958,생콩가루,배추,무,물,소금
콩나물된장국,89986,콩나물,된장,물
콩잎쌈,92690,콩잎,멸치젓,풋고추
콩잎장아찌,92701,어린,간장,국간장,고추장,물엿
콩장아찌,90081,검정콩,간장,국간장,물엿,설탕
콩죽,92438,콩가루,쌀,무,부추,물,소금
토계탕,89987,닭,토란,물,다진,다진,소금
톳냉국,89988,톳,풋고추,붉은,물
톳무침,90011,톳,양파,풋고추,붉은
톳밥,89920,보리쌀,톳,물
톳범벅,89942,톳,메밀가루,물,소금
통마늘장아찌,92704,통마늘,식초,간장,설탕,소금
파김치,89999,쪽파
파래국,92617,마른,멸치,된장,물
파무침,90012,쪽파
파뿌리죽,89936,쪽파뿌리,쌀,콩나물,물,참기름,소금
파초냉국,89969,파초잎,물,소금
파초장아찌,92705,파초,물,간장,소금
팥죽,89937,팥,쌀,물,소금
퍼데기김치 [방법2],92640,퍼데기배추,소금
퍼데기김치<방법1>,90000,퍼데기배추
표고버섯국수,89949,표고버섯,국수,쇠고기,당근,된장,멸치,물,식용유
표고버섯전,90043,건표고버섯,돼지고기,달걀,밀가루,식용유
표고버섯죽,89938,건표고버섯,쌀,물,참기름,소금
풋고추장아찌 [방법 2],92707,풋고추,소금물,찹쌀가루,물
풋고추장아찌<방법 1>,90082,풋고추,간장
풋마늘대무침,92648,풋마늘대
풋마늘대장아찌,92703,풋마늘대,초피나무잎,물,소금,식초,간장,설탕
풋보리밥,92526,풋보리쌀,물
한치구이,90031,한치
한치젓,90092,한치
해물뚝배기,89991,해물,멸치장국국물,두부,양파,쑥갓,달걀
해물전,90044,오징어,문어,소라살,성게알,당근,쪽파,달걀,메밀가루,밀가루,소금,물,식용유,참기름
해산물국,89989,해산물,생미역,물,국간장
해삼미역냉국,92618,해삼,생미역,부추,물,설탕,식초,참기름,다진,간장,깨소금
해삼회 [방법 1 해삼토렴회],92682,해삼,구운
해삼회<방법 2>,90056,해삼,초고추장
햇고사리풋마늘대무침,92649,햇고사리,풋마늘대,물
호박국,89990,늙은,된장
호박나물,90013,늙은,실파,물,소금,통깨,참기름
호박시루떡,92732,멥쌀,늙은,소금,팥고물
호박잎쌈,92692,어린,멸치젓,풋고추
흑오미자주,90135,흑오미자,소주
흑오미자차,90125,흑오미자,설탕,물
흰밥,89921,쌀,물
